アカリ	明かり
ブンギョウ	分業
ジュウタイ	重体
ヘタ	下手
メイキ	明記
クカク	区画
サンセイケン	参政権
フホンイ	不本意
ヤスウリ	安売り
クル	来る
フサク	不作
モクテキチ	目的地
ニュウキン	入金
ココチ	心地
ヤシン	野心
シンジャ	信者
ゼンシュウ	全集
デアウ	出会う
メイブツ	名物
ナリタツ	成り立つ
ソトガワ	外側
ナリユキ	成り行き
ガッキ	学期
サイゴ	最期
ヒキワケ	引き分け
コウゲン	公言
ヒキダシ	引き出し
メイショ	名所
イッケン	一見
ゲンシ	原子
スイチュウ	水中
スイブン	水分
センケツ	先決
ウゴカス	動かす
ジョウキョウ	上京
シュッピン	出品
ヒトメ	人目
ジツメイ	実名
ダイメイ	題名
チメイ	地名
カワス	交わす
ガイジン	外人
オモイダス	思い出す
イイマワシ	言い回し
トッケン	特権
セソウ	世相
セイリ	生理
ナイメン	内面
ショウタイ	正体
ネンシ	年始
ミナオス	見直す
タモツ	保つ
クダサル	下さる
クダル	下る
トシシタ	年下
ハンメイ	判明
キニュウ	記入
カイメン	海面
コウカ	高価
リョウカイ	領海
フゴウリ	不合理
カクシン	確信
コウリ	小売
マエウリ	前売り
サドウ	作動
リセイ	理性
ケン	権
オワル	終わる
カイシン	会心
ケッシン	決心
シンジュウ	心中
シンチュウ	心中
ナイシン	内心
ブンリツ	分立
サク	策
シタク	支度
ツヨイ	強い
シイル	強いる
イチドウ	一同
ケンブツ	見物
サンブツ	産物
ショモツ	書物
イキモノ	生き物
モノゴト	物事
セイネン	成年
コウシ	公使
アラソウ	争う
ハシュツジョ	派出所
タイダン	対談
ウツ	撃つ
ムゴン	無言
ムスウ	無数
サイド	再度
シナモノ	品物
ヒトメ	一目
セイカイ	正解
ブンカイ	分解
ヒトマエ	人前
ニンマエ	人前
ウミダス	生み出す
セイネンガッピ	生年月日
ジョウリュウ	上流
シガイ	市外
マシ	増し
ムコウ	向こう
コクユウ	国有
ハッスル	発する
マギワ	間際
トクサン	特産
ミンワ	民話
カッテ	勝手
ニンジョウ	人情
ヘイメン	平面
メンボク	面目
メンモク	面目
タイチョウ	体長
コクゼイ	国税
ゼイカン	税関
ブンガクシャ	文学者
ケントウ	見当
シュツダイ	出題
リョウガワ	両側
テクビ	手首
カゾエル	数える
イマニ	今に
アトマワシ	後回し
ジサン	持参
フツウ	不通
ヒニチ	日日
ウリダス	売り出す
コウエイ	公営
クム	組む
ウンコウ	運行
ココノツ	九つ
シリアウ	知り合う
アンガイ	案外
ミヤゲ	土産
ドダイ	土台
ドウジョウ	道場
カジツ	果実
ガッカイ	学界
オイタチ	生い立ち
タツ	立つ
ケツゴウ	結合
カケツ	可決
ブンベツ	分別
フンベツ	分別
サクモツ	作物
ブッタイ	物体
オウタイ	応対
デンポウ	電報
ヒキアゲル	引き上げる
ヒキサゲル	引き下げる
サイゲツ	歳月
ミウチ	身内
キメル	決める
チョウショ	長所
ヨウショ	要所
ツグ	次ぐ
シダイ	次第
フカ	付加
スイヘイ	水平
フノウ	不能
キル	切る
セツジツ	切実
ムメイ	無名
ムヨウ	無用
ハンツキ	半月
サイカイ	再会
シャセツ	社説
ネンピョウ	年表
ソウロン	総論
ショクモツ	食物
マッサキ	真っ先
カリュウ	下流
オオドオリ	大通り
ヨキ	予期
ナガシ	流し
ミズマシ	水増し
ホセイ	補正
ウタガウ	疑う
タイカ	大家
ヨカン	予感
コウジツ	口実
ユウセイ	優勢
アヤマチ	過ち
イキスギ	行き過ぎ
イチブブン	一部分
チュウダン	中断
ヘン	変
ムダン	無断
ヨコク	予告
ナンラ	何ら
ナンジュウ	何十
ガンライ	元来
カクジ	各自
キンセイ	近世
クイチガイ	食い違い
ケシゴム	消しゴム
ショウカ	消化
リョウリツ	両立
サダマル	定まる
ホウキ	法規
デキアガリ	出来上がり
エイリ	営利
ジエイ	自営
セイタイ	生態
ロジ	路地
アキ	空き
ウンドウカイ	運動会
チセイ	知性
モチイル	用いる
ネンパイ	年配
キョウヨウ	強要
ムジョウケン	無条件
タイベツ	大別
クヤクショ	区役所
ジツブツ	実物
フヒツヨウ	不必要
カマウ	構う
カエル	代える
アケガタ	明け方
ヒキズル	引きずる
インヨウ	引用
コウテイ	公定
ワリアテ	割り当て
ナガモチ	長持ち
ホイクショ	保育所
ウケミ	受け身
ミノマワリ	身の回り
ヘンシン	変身
キマリ	決まり
ゲスイ	下水
ムカンケイ	無関係
ムカンシン	無関心
ハンニチ	半日
シタギ	下着
センチャク	先着
テイチャク	定着
ハッチャク	発着
ヒッチャク	必着
ノセル	乗せる
シュショク	主食
セイケイ	生計
シンカ	真価
セイシ	生死
クワワル	加わる
デンリュウ	電流
ナンカン	難関
ハズレル	外れる
タイカク	体格
フゴウカク	不合格
キョウユウ	共有
チョクセン	直線
ヒナタ	日向
テギワ	手際
ドウカン	同感
ハンカン	反感
ヒトクチ	一口
ビョウジョウ	病状
ヤサシイ	優しい
ハナス	話す
スクナイ	少ない
ショウショウ	少々
スクナカラズ	少なからず
ホウダイ	放題
ブンタイ	文体
ゾクシュツ	続出
ジョウヨウ	常用
ヘイジョウ	平常
ゲンシ	原始
ハジメル	始める
シハツ	始発
ハジメ	始め
ケイダイ	境内
サガル	下がる
サイケツ	裁決
ジョゲン	助言
フシゼン	不自然
アキチ	空き地
ドウセイ	同性
ダイゼンテイ	大前提
リョウクウ	領空
カギリ	限り
ジゲン	時限
コユビ	小指
テキチュウ	的中
シタシム	親しむ
ショシン	初心
ホンシン	本心
カガイシャ	加害者
スイガイ	水害
クバル	配る
キクバリ	気配り
ゾウゲン	増減
シリョク	視力
ムシ	無視
ショウダン	商談
チイサイ	小さい
ベツメイ	別名
ヤクバ	役場
テツダイ	手伝い
ソウオウ	相応
ホウジル	報じる
ヒキトル	引き取る
ソダチ	育ち
ツカイミチ	使い道
カキカタ	書き方
シュウラク	集落
ラクゴ	落語
カハンシン	下半身
コウツウヒ	交通費
ラク	楽
キラク	気楽
コノマシイ	好ましい
コウカン	好感
スイリョク	水力
ホンノウ	本能
オコス	起こす
キョウヨウ	共用
タイイン	退院
テイキ	提起
ムジツ	無実
ホッキニン	発起人
ユライ	由来
ミズギ	水着
キル	着る
コクソ	告訴
ジンメイ	人名
ナダカイ	名高い
ジキ	時機
カイテン	開店
センシ	戦死
エイブン	英文
クワエル	加える
チュウリュウ	中流
ナンカイ	難解
ナンテン	難点
ブナン	無難
ソウテイ	想定
ウシロムキ	後ろ向き
イエデ	家出
コウロン	口論
アカイ	赤い
デイリグチ	出入り口
トウジル	投じる
マイアサ	毎朝
リョウシュウショ	領収書
フヘン	不変
シイレ	仕入れ
シアゲ	仕上げ
ナニゴト	何事
ブンポウ	文法
ナンデ	何で
タイキ	待機
ススム	進む
シンニュウ	進入
タダシイ	正しい
アシクビ	足首
チョクツウ	直通
ワタス	渡す
イジュウ	移住
ケサ	今朝
ジツレイ	実例
コウサテン	交差点
タツ	建つ
ハル	張る
ハンエイ	反映
ムゲン	無限
ムキゲン	無期限
セイキュウ	性急
キュウキョク	究極
ツウコウドメ	通行止め
ジツザイ	実在
ソウシン	送信
ツイキュウ	追求
ハンゲン	半減
ビジン	美人
ビヨウ	美容
ショウニン	商人
フカ	不可
ヘンヨウ	変容
ギリ	義理
ジュウヤク	重役
ヒトリ	独り
イニン	委任
トモバタラキ	共働き
チケイ	地形
エンケイ	円形
フケイキ	不景気
シツボウ	失望
ジョウハンシン	上半身
ノゾム	望む
ユウボウ	有望
オチツキ	落ち着き
ガクヒ	学費
ノハラ	野原
タノシイ	楽しい
タノシム	楽しむ
チノウ	知能
オコル	起こる
オモイキリ	思い切り
カクシン	核心
ココロエ	心得
マンイチ	万一
バンノウ	万能
ラッカンテキ	楽観的
カンシュウ	観衆
ジョウシャ	乗車
ロンリテキ	論理的
シャコウ	社交
ショクヒ	食費
バイテン	売店
マッサイチュウ	真っ最中
カク	格
カクベツ	格別
フエル	増える
ホンセン	本線
ユウノウ	有能
ムカウ	向かう
カンジュセイ	感受性
ジハク	自白
フカメル	深める
ハツビョウ	発病
ビョウニン	病人
ヒクイ	低い
ホウチ	放置
タツ	断つ
ナンビャク	何百
ハンスル	反する
ブキミ	不気味
マチナカ	町中
オウ	負う
チュウ	注
ウツス	移す
コウバン	交番
ミトメ	認め
ジサ	時差
ハンレイ	判例
ヒザシ	日差し
ハイタツ	配達
ハッタツ	発達
ゼンゼン	全然
ベッコ	別個
オンキョウ	音響
セイカク	正確
フウン	不運
オヤユビ	親指
シンセツ	親切
フビ	不備
シタシミ	親しみ
チカドウ	地下道
ドウリ	道理
チカミチ	近道
ガイ	害
テハイ	手配
チュウコ	中古
ズノウ	頭脳
ゴク	極
サンスウ	算数
テンカ	天下
ワカレル	別れる
グンコクシュギ	軍国主義
ドクダン	独断
ミタス	満たす
ユウイギ	有意義
マンテン	満点
エンズル	演ずる
ヘンケイ	変形
テビキ	手引き
ネアガリ	値上がり
ヒキダス	引き出す
タリョウ	多量
ショウリョウ	少量
タイボウ	待望
ソウギ	争議
カンセツ	間接
タイガク	退学
ウツワ	器
ショッキ	食器
ガイカン	外観
ダイギシ	代議士
チャクシュ	着手
ウワギ	上着
ニッコウ	日光
ワショク	和食
イチダンラク	一段落
カイロ	回路
タイヒ	対比
ダンドリ	段取り
ノコル	残る
ムザン	無残
ヒトリ	一人
ノコラズ	残らず
カイソウ	回想
ナイカ	内科
デンセン	電線
ユウキブツ	有機物
ウタガワシイ	疑わしい
ノウリツ	能率
オウトウ	応答
モヨオシ	催し
ヨナカ	夜中
ヨアケ	夜明け
ジコウ	時効
ハナツ	放つ
ミハナス	見放す
チシツ	地質
ハカル	図る
ナンダカ	何だか
シュウカン	週間
オトコマエ	男前
マツ	待つ
タメス	試す
イチヨウ	一様
ロクガ	録画
シントウ	神道
テイサイ	体裁
センレイ	先例
デンタツ	伝達
コウゼン	公然
ヒツゼンテキ	必然的
リョウシン	良心
デンキュウ	電球
カイキ	回帰
ホドウ	歩道
ケツマツ	結末
ゲツマツ	月末
シマツ	始末
シュウテン	終点
キャッカン	客観
ドテ	土手
イソグ	急ぐ
カンゲキ	感激
キョクゲン	極限
ミキワメル	見極める
テンタイ	天体
ビジョ	美女
コウテイ	工程
アワセル	合わせる
デンゴン	伝言
オテツダイ	お手伝い
ケイシキテキ	形式的
ネビキ	値引き
キキトリ	聞き取り
ワカ	和歌
ラッカ	落下
オトス	落とす
ジッピ	実費
ヒコウ	非行
メンダン	面談
オウセツ	応接
コノム	好む
コウテン	好転
ホドコス	施す
チョクゲキ	直撃
カリョク	火力
ムロン	無論
バンニン	万人
バンジン	万人
バンザイ	万歳
ガクイ	学位
ショウヒン	賞品
セッキョウ	説教
ハヤサ	速さ
ブシ	武士
モノオキ	物置
ノリモノ	乗り物
ハナミ	花見
カイショク	会食
ウミベ	海辺
テイショク	定食
ニッショク	日食
ツウロ	通路
バイシュン	売春
トビダス	飛び出す
ナゴリ	名残
アッコウ	悪口
ワルクチ	悪口
ボウスイ	防水
ボウセン	防戦
シロイ	白い
マッシロ	真っ白
ネントウ	年頭
クチサキ	口先
フカマル	深まる
ゴウ	号
カイトウ	解答
サイク	細工
オサマル	収まる
オサメル	収める
コウリョク	効力
ダンジテ	断じて
ダンスイ	断水
ダンテイ	断定
アオゾラ	青空
ナンゼン	何千
マチウケル	待ち受ける
ホソク	補足
カトキ	過渡期
シッカク	失格
トウバン	当番
ムセキニン	無責任
サシヒキ	差し引き
ナラビ	並び
ナミ	並み
コウシュウ	公衆
タッスル	達する
ビョウシツ	病室
ダンゼン	断然
ヒツゼン	必然
カンモン	関門
ウツル	写る
ヒッパル	引っ張る
キドウタイ	機動隊
ムセイゲン	無制限
ソナワル	備わる
キャクシツ	客室
ワフウ	和風
フルイ	古い
カクチョウ	拡張
ハッソウ	発送
ヒケツ	否決
シュジュ	種々
イッシュウ	一周
シンドウ	振動
オモカゲ	面影
エンマン	円満
ヤクニタツ	役に立つ
オクガイ	屋外
カオク	家屋
トウキ	登記
ヨム	読む
ソダツ	育つ
シツリョウ	質量
ウタゴエ	歌声
ネマワシ	根回し
ミヂカ	身近
ハンシン	半身
カイテ	買い手
ニガイ	苦い
セツゾク	接続
ショウカ	消火
ジュワキ	受話器
カンネン	観念
シハン	市販
ノル	乗る
ゴゾンジ	ご存じ
デンエン	田園
キグ	器具
ヨウグ	用具
エイワ	英和
ヒコウジョウ	飛行場
イドウ	異動
トクイ	特異
ユウズウ	融通
ジタイ	辞退
シャドウ	車道
ニュウジョウケン	入場券
フカミ	深み
マッカ	真っ赤
キゴウ	記号
タンゴ	単語
タンコウボン	単行本
トウアン	答案
コンヤ	今夜
ホソイ	細い
ブンケン	文献
ヨゾラ	夜空
ゲンカク	厳格
フダン	不断
メイセイ	名声
アイズ	合図
トクシツ	特質
アイスル	愛する
ナニシロ	何しろ
ジッキョウ	実況
ヤブル	破る
ツム	積む
マチカマエル	待ち構える
ハツオン	発音
モウシアゲル	申し上げる
チョウミリョウ	調味料
トリケス	取り消す
イコウ	以降
カコウ	下降
ギフ	義父
シキベツ	識別
ムイシキ	無意識
イデン	遺伝
チョウカ	超過
ソソグ	注ぐ
ロウリョク	労力
ナミキ	並木
ジュウジ	従事
ハヤクチ	早口
ヒガエリ	日帰り
ヘイタイ	兵隊
ユウゲン	有限
ミマイ	見舞い
アヤウイ	危うい
アヤウク	危うく
サンリン	山林
リンギョウ	林業
サイテン	採点
スイリ	推理
アゲル	上げる
スイソ	水素
ホッキョク	北極
オイダス	追い出す
シュウキ	周期
コウミンカン	公民館
スイゾクカン	水族館
タイガ	大河
カワラ	河原
フリ	振り
ブリ	振り
ゲッキュウ	月給
コウロ	航路
ノボル	登る
トンヤ	問屋
トウヨウ	登用
ヒヤヤカ	冷ややか
ネサガリ	値下がり
モケイ	模型
ハツイク	発育
テキオウ	適応
ノゾマシイ	望ましい
オチバ	落ち葉
ケシキ	景色
シンユウ	親友
ヘイエキ	兵役
ムカエ	迎え
クミコム	組み込む
バンジ	万事
オチコム	落ち込む
カンショウ	観賞
スガオ	素顔
コウセン	光線
ノリキ	乗り気
ヨケイ	余計
ヒダリガワ	左側
クウソウ	空想
シャカイカガク	社会科学
コクハク	告白
オモシロイ	面白い
コウテイ	高低
モヨオス	催す
タンチョウ	単調
カンサン	換算
ツヤ	通夜
ヒキカエ	引き換え
ザダンカイ	座談会
ハッセイ	発声
イトシイ	愛しい
ダハ	打破
ヨウセキ	容積
ミツモリ	見積もり
タメシ	試し
ボウラク	暴落
ジョガイ	除外
シンプ	神父
セビロ	背広
モクロク	目録
キセイ	帰省
ナラビニ	並びに
ジムシツ	事務室
ミチ	未知
ミギガワ	右側
シュウギョウ	修業
サイゲン	際限
キマツ	期末
ジッシュウ	実習
シタシイ	親しい
シンニチ	親日
サイシュ	採取
タノミ	頼み
マナツ	真夏
フルホン	古本
ギンガ	銀河
コヅカイ	小遣い
ヒトカゲ	人影
ジキュウ	時給
ショニンキュウ	初任給
メイジル	命じる
メイチュウ	命中
オクナイ	屋内
チュウト	中途
ブンリョウ	分量
ベンロン	弁論
ギボ	義母
サンフジンカ	産婦人科
ネイロ	音色
クロイ	黒い
ボウカ	防火
ヒバナ	火花
ブンルイ	分類
アウ	会う
ムゾウサ	無造作
イセイ	異性
カンキン	監禁
シゼンカガク	自然科学
ルス	留守
アゲル	挙げる
テイケイ	定型
ケン	券
テイデン	停電
セキドウ	赤道
フリカエル	振り返る
ナイリク	内陸
マヨナカ	真夜中
サクヤ	昨夜
ユウベ	昨夜
チョウダイ	長大
デンゲン	電源
シオクリ	仕送り
アイチャク	愛着
アシオト	足音
ボウオン	防音
モウス	申す
マルイ	丸い
ユビワ	指輪
テッキン	鉄筋
センコク	宣告
ユイゴン	遺言
ショジョ	処女
ツキヒ	月日
マチナミ	町並み
アツイ	熱い
ミゼン	未然
ワシツ	和室
ミセイネン	未成年
シュクダイ	宿題
シュクメイ	宿命
ウツス	写す
キカ	帰化
ナガイキ	長生き
マウ	舞う
ランヨウ	乱用
ツラネル	連ねる
マツジツ	末日
ライキャク	来客
オリモノ	織物
カザムキ	風向き
ブンサン	分散
ショカ	初夏
ゴクラク	極楽
ソシツ	素質
アンピ	安否
コイ	故意
ウンガ	運河
フウセン	風船
ヨウガ	洋画
リョウジカン	領事館
ゼンイ	善意
マンメン	満面
ホンヤ	本屋
コンヤク	婚約
テイキアツ	低気圧
エンゲイ	園芸
キョヨウ	許容
コンジョウ	根性
マチノゾム	待ち望む
キンイロ	金色
コンジキ	金色
フロク	付録
セイテツ	製鉄
キンパク	緊迫
クルシイ	苦しい
クルシメル	苦しめる
フミキリ	踏切
ユウエキ	有益
ショウチ	承知
カオイロ	顔色
センニュウカン	先入観
ハヤイ	速い
ヒニヒニ	日に日に
ジュンバン	順番
ショウニカ	小児科
タヨリ	便り
ヒトダカリ	人だかり
アマル	余る
ホリュウ	保留
カキトメ	書留
テイキケン	定期券
オウサマ	王様
フカイ	深い
ジュヨ	授与
ヘンジョウ	返上
コウフク	幸福
ヒョウシキ	標識
コンダテ	献立
ネンチョウ	年長
ヤケイ	夜景
マナブ	学ぶ
キビシイ	厳しい
キキメ	効き目
キゲン	起源
ハキョク	破局
サイシ	妻子
ヘンニュウ	編入
ジメイ	自明
シュウリョウ	修了
ナカツギ	中継ぎ
トチョウ	都庁
アリサマ	有り様
ネラウ	狙う
イットウ	１等
ヨビダス	呼び出す
ヨビナ	呼び名
シュウネン	執念
カヤク	火薬
ハンガ	版画
ヤッキョク	薬局
ツクル	作る
ショホ	初歩
ソウシキ	葬式
ホウレイ	法令
ヒトドオリ	人通り
ソナエル	備える
フウリョク	風力
レイボウ	冷房
イイナリ	言いなり
ツノル	募る
オボエ	覚え
コウキョウキョク	交響曲
ミカク	味覚
ハゲシイ	激しい
ヒニン	否認
コウテイ	行程
セイシ	静止
バイゾウ	倍増
ザイモク	材木
セイミツ	精密
テイエン	庭園
ヒアタリ	日当たり
カケイ	家系
シンコン	新婚
トジョウ	途上
ミコン	未婚
ベンメイ	弁明
カアサン	母さん
シタミ	下見
サガリ	下がり
ジシュ	自首
ハクガイ	迫害
ブトウ	舞踏
デムカエ	出迎え
ゼイムショ	税務署
フイ	不意
デンチ	電池
ワガヤ	我が家
アクニン	悪人
シュッキン	出勤
テンキン	転勤
キンジル	禁じる
ルスバン	留守番
ジツヨウテキ	実用的
オオザッパ	大ざっぱ
オオマカ	大まか
ヨウジ	用事
シュウガクリョコウ	修学旅行
リョカクキ	旅客機
リョケン	旅券
リョヒ	旅費
ハイゼツ	廃絶
ヨクシ	抑止
ナオル	治る
テワケ	手分け
ヘンシン	返信
イマ	居間
ドウキョ	同居
リリク	離陸
カンキ	換気
キョウチョウ	強調
コウオン	高温
コンザツ	混雑
アットウ	圧倒
マルミ	丸み
アカリ	明り
シャリン	車輪
ウラナイ	占い
フカンゼン	不完全
フショウ	負傷
ロクオンテープ	録音テープ
エイキュウ	永久
スクイ	救い
キュウシキ	旧式
ショクブツエン	植物園
タウエ	田植え
ヘイコウ	並行
ナゴヤカ	和やか
ウエキ	植木
ワカル	分かる
チョウシュウ	徴収
イガイ	以外
ゲシュク	下宿
シャコ	車庫
ハン	版
マエモッテ	前もって
シュウシ	修士
ハンソク	反則
ホウソク	法則
オウダンホドウ	横断歩道
サンカク	三角
キシベ	岸辺
ムフウ	無風
ケッテン	欠点
ソクリョウ	測量
ゴクヒ	極秘
ホウサク	豊作
ゲンミツ	厳密
ミツド	密度
タテツヅケ	立て続け
コウキアツ	高気圧
ヨロコブ	喜ぶ
オオヨロコビ	大喜び
ベンカイ	弁解
ヨロコバス	喜ばす
コンキ	根気
ダイコン	大根
テキド	適度
カイチク	改築
アラタメテ	改めて
スバラシイ	素晴らしい
アッパク	圧迫
イシ	意志
クシン	苦心
アシブミ	足踏み
ヨウフク	洋服
エキイン	駅員
ハッカ	発火
シワス	師走
ヨビカケル	呼び掛ける
ハイフ	配布
チュウセイ	中性
ツトメ	勤め
タサツ	他殺
ヨウヤク	要約
インシ	印紙
ショウソク	消息
テイシャ	停車
ヨウコウ	要項
ヨクアツ	抑圧
サイワイ	幸い
ヒョウホン	標本
ベッキョ	別居
オンシツ	温室
ガイキ	外気
キショウ	気性
キタイ	気体
タイオン	体温
テイオン	低温
アイドク	愛読
アイヨウ	愛用
ドウ	同
ヨウテン	要点
アイソウ	愛想
アイソ	愛想
カンリョウ	完了
ムキュウ	無休
カキ	夏季
ガンボウ	願望
ハマベ	浜辺
コエル	越える
シメキル	締め切る
ヒッコシ	引っ越し
ハネ	羽根
コウトウガッコウ	高等学校
フツゴウ	不都合
フビョウドウ	不平等
スクウ	救う
チョウヘイ	徴兵
ウル	得る
カクトウ	格闘
ヨク	欲
ウリアゲ	売り上げ
クツウ	苦痛
ズツウ	頭痛
ヒッシュウ	必修
ロウカ	老化
カンショク	感触
ウマレツキ	生まれつき
ドウラン	動乱
ニッカン	日刊
ミダレル	乱れる
ランボウ	乱暴
フカヒ	不可避
サイシュウ	採集
ヨソオウ	装う
ソンエキ	損益
ソコナウ	損なう
サカサ	逆さ
タヨル	頼る
アッシュク	圧縮
タチバナシ	立ち話
ホケツ	補欠
モル	盛る
セイダイ	盛大
ゾクスル	属する
ウラギル	裏切る
カワギシ	河岸
サクジョ	削除
ドウカ	同化
キンイツ	均一
シンミツ	親密
ブンツウ	文通
ミツバイ	密売
ミアワセル	見合わせる
コウリョ	考慮
キザム	刻む
ユウソウ	郵送
オモイ	重い
ヨミカキ	読み書き
ニンソウ	人相
ラクサツ	落札
フム	踏む
フリエキ	不利益
ムカエル	迎える
トリコム	取り込む
ウチコム	打ち込む
ビョウシャ	描写
コワス	壊す
ギョウレツ	行列
ブンプ	分布
スズ	鈴
タンケン	探検
アンノジョウ	案の定
チョウカク	聴覚
ケンケツ	献血
アガル	挙がる
ヨウジン	用心
ギャクコウカ	逆効果
ハンギャク	反逆
シセツ	使節
セツヤク	節約
ソウシツ	喪失
コウウン	幸運
オトシダマ	お年玉
キュウヨウ	休養
ヨウシ	養子
ケイシ	軽視
オナジ	同じ
モクヨウ	木曜
ユダン	油断
マチカド	街角
カイドウ	街道
ジホウ	時報
ヒキツグ	引き継ぐ
スマス	済ます
シンド	震度
カセイ	火星
シュツガン	出願
ツキミ	月見
センダッテ	先だって
ドウトウ	同等
ヒガン	彼岸
ユウトウセイ	優等生
ケイジ	掲示
チュウワ	中和
ミワケ	見分け
コタイ	固体
オオアメ	大雨
ヒンメイ	品名
ヒゴロ	日ごろ
ヘイカイ	閉会
タタカウ	闘う
ヒビ	日々
ヒトツ	一つ
ショクヨク	食欲
ヨッキュウ	欲求
ヨクボウ	欲望
ロンジル	論じる
ツイセキ	追跡
フキソク	不規則
フヘイ	不平
クニ	国
クニグニ	国々
コッカイ	国会
ショウジル	生じる
ダイショウ	代償
ホウイ	包囲
ホウソウ	包装
チュウシャ	駐車
ヒトビト	人々
トシ	年
ネンネン	年々
シュウトク	習得
フヤス	増やす
オオイニ	大いに
タイカイ	大会
タイコク	大国
オトナ	大人
オオキイ	大きい
オオゲサ	大げさ
ジャクテン	弱点
コウスイ	香水
ジツワ	実話
フタツ	二つ
フタリ	二人
タイスル	対する
サイセンタン	最先端
カツ	勝つ
ホンゴク	本国
ホンニン	本人
ホンネン	本年
マッタン	末端
アラワレ	現れ
スイソク	推測
チュウネン	中年
ニッチュウ	日中
マイスウ	枚数
カイチョウ	会長
コッセツ	骨折
ナガサ	長さ
ナガネン	長年
ダス	出す
バケル	化ける
コトバヅカイ	言葉遣い
コウゴ	交互
ミッツ	三つ
ショケイ	処刑
サン	三
ドウイツ	同一
ミッシュウ	密集
コウテイ	校庭
トキ	時
ナカニワ	中庭
ドウジ	同時
ニチジ	日時
イチジ	一時
トキドキ	時々
ヒエル	冷える
ヒヤス	冷やす
ハナタバ	花束
コト	事
ジンジ	人事
ダイジ	大事
テツヤ	徹夜
ミズカラ	自ら
ジコク	自国
ナカヨク	仲良く
ユウダイ	雄大
エイコウ	栄光
キゾク	貴族
ギョウ	行
ギョウジ	行事
ギョウセイ	行政
テキセイ	適性
オコナウ	行う
カイシャ	会社
カイサツ	改札
シャカイ	社会
シャカイジン	社会人
シャチョウ	社長
チョッカン	直感
ホンシャ	本社
カイケン	会見
ミゴト	見事
ミダシ	見出し
ミホン	見本
ネンガッピ	年月日
タチヨル	立ち寄る
ルイジ	類似
ヨビカケ	呼びかけ
エキベン	駅弁
ジブン	自分
ジュウブン	十分
ワケル	分ける
ワカレル	分かれる
カイギ	会議
ギカイ	議会
ギチョウ	議長
クイコム	食い込む
ウシロ	後ろ
ウカベル	浮かべる
コワレル	壊れる
デマエ	出前
ゼンゴ	前後
ゼンネン	前年
ウリテ	売り手
オソラク	恐らく
ウツ	討つ
コクミン	国民
ジンミン	人民
クレル	暮れる
オソレル	恐れる
コウクウビン	航空便
ジンセイ	人生
イキル	生きる
セイゼン	生前
フベン	不便
イッショウ	一生
シュッショウ	出生
シュッセイ	出生
ウンドウジョウ	運動場
ウンドウバ	運動場
コクレン	国連
レンジツ	連日
ヒトリヒトリ	一人一人
キンモツ	禁物
イツツ	五つ
ゴブ	五分
キゴコロ	気心
カリル	借りる
シュッパツ	出発
ココロアタリ	心当たり
ツウヨウ	通用
ハツ	発
ハッケン	発見
ハッコウ	発行
ハッセイ	発生
アイダ	間
ジカン	時間
ニンゲン	人間
オソイ	遅い
チュウカン	中間
ネンカン	年間
ミンカン	民間
